Codigo contable;Nombre cuenta;Saldo inicial;Movimiento debito;Movimiento credito;Saldo final;Corriente;No corriente
511122;Fotocopias;0;185.448.752,00;0;185.448.752,00;0;185.448.752,00
511123;Comunicaciones y transporte;0;15.648.234.657,00;0;15.648.234.657,00;0;15.648.234.657,00
511125;Seguros generales;0;8.461.049.202,93;2.621.288,00;8.458.427.914,93;0;8.458.427.914,93
511127;Promoción y divulgación;0;2.784.029.341,86;0;2.784.029.341,86;0;2.784.029.341,86
511131;Materiales de educación;0;39.051.033,00;3.018.214,00;36.032.819,00;0;36.032.819,00
511132;Diseños y estudios;0;201.421.500,00;0;201.421.500,00;0;201.421.500,00
511133;Seguridad industrial;0;14.912.990,99;701.175,00;14.211.815,99;0;14.211.815,99
511136;Implementos deportivos;0;7.861.000,00;0;7.861.000,00;0;7.861.000,00
511140;Contratos de administración;0;159.605.792,00;0;159.605.792,00;0;159.605.792,00
511144;Apoyo a operaciones militares y de policía;0;5.094.762,00;0;5.094.762,00;0;5.094.762,00
511146;Combustibles y Lubricantes;0;1.514.692.810,80;246.783,06;1.514.446.027,74;0;1.514.446.027,74
511149;Servicios de aseo, cafetería, restaurante y lavandería;0;3.343.424.333,93;13.002.944,00;3.330.421.389,93;0;3.330.421.389,93
511150;Procesamiento de información;0;961.735.941,00;0;961.735.941,00;0;961.735.941,00
511154;Organización de eventos;0;4.662.479.329,00;0;4.662.479.329,00;0;4.662.479.329,00
511155;Elementos de aseo, lavandería y cafetería;0;362.877.293,60;33.685.463,00;329.191.830,60;0;329.191.830,60
511164;Gastos legales;0;3.605.166,84;0;3.605.166,84;0;3.605.166,84
511165;Intangibles;0;1.223.233.878,00;0;1.223.233.878,00;0;1.223.233.878,00
511166;Costas procesales;0;923.274.729,00;0;923.274.729,00;0;923.274.729,00
511173;Interventorías, auditorías y evaluaciones;0;1.464.882.220,00;0;1.464.882.220,00;0;1.464.882.220,00
511174;Asignación de bienes y servicios;0;29.812.964,00;0;29.812.964,00;0;29.812.964,00
511175;Reparación de víctimas;0;382.854.171,00;6.088.400,00;376.765.771,00;0;376.765.771,00
511176;Mitigación de riesgos;0;161.900.000,00;0;161.900.000,00;0;161.900.000,00
511178;Comisiones;0;258.319.979,90;0;258.319.979,90;0;258.319.979,90
511179;Honorarios;0;72.760.226.133,00;50.840.552,00;72.709.385.581,00;0;72.709.385.581,00
511180;Servicios;0;27.298.852.870,07;109.227.049,00;27.189.625.821,07;0;27.189.625.821,07
511190;Otros gastos generales;0;1.247.308.191,00;6.198.960,00;1.241.109.231,00;0;1.241.109.231,00
512000;IMPUESTOS, CONTRIBUCIONES Y TASAS;0;127.108.009,00;72.431.739,00;54.676.270,00;0;54.676.270,00
512001;Impuesto predial unificado;0;47.759.949,00;0;47.759.949,00;0;47.759.949,00
512010;Tasas;0;61.439.739,00;61.439.739,00;0;0;0
512017;Intereses de mora;0;10.992.000,00;10.992.000,00;0;0;0
512030;Impuesto Nacional al consumo;0;1.509.054,00;0;1.509.054,00;0;1.509.054,00
512035;Estampillas;0;5.407.267,00;0;5.407.267,00;0;5.407.267,00
520000;DE VENTAS;0;198.410.374,00;45.834.234,00;152.576.140,00;0;152.576.140,00
521100;GENERALES;0;198.410.374,00;45.834.234,00;152.576.140,00;0;152.576.140,00
521172;Honorarios;0;198.410.374,00;45.834.234,00;152.576.140,00;0;152.576.140,00
530000;DETERIORO, DEPRECIACIONES, AMORTIZACIONES Y PROVISIONES;0;80.060.870.200,63;844.137.796,68;79.216.732.403,95;0;79.216.732.403,95
534700;DETERIORO DE CUENTAS POR COBRAR;0;661.985.566,60;23.181.823,00;638.803.743,60;0;638.803.743,60
534714;Ingresos no tributarios;0;237.276.534,99;0;237.276.534,99;0;237.276.534,99
534790;Otras cuentas por cobrar;0;424.709.031,61;23.181.823,00;401.527.208,61;0;401.527.208,61
535100;DETERIORO DE PROPIEDADES, PLANTA Y EQUIPO;0;2.068.268.796,00;0;2.068.268.796,00;0;2.068.268.796,00
535105;Edificaciones;0;1.749.949.995,00;0;1.749.949.995,00;0;1.749.949.995,00
535112;Equipo de transporte, tracción y elevación;0;318.318.801,00;0;318.318.801,00;0;318.318.801,00
536000;DEPRECIACIÓN DE PROPIEDADES, PLANTA Y EQUIPO;0;40.075.257.916,57;428.489.222,81;39.646.768.693,76;0;39.646.768.693,76
536001;Edificaciones;0;8.763.508.729,57;58.616.581,00;8.704.892.148,57;0;8.704.892.148,57
536002;Plantas, ductos y túneles;0;557.636.400,00;0;557.636.400,00;0;557.636.400,00
536003;Redes, líneas y cables;0;78.829.534,00;0;78.829.534,00;0;78.829.534,00
536004;Maquinaria y Equipo;0;1.982.527.860,47;28.931.299,71;1.953.596.560,76;0;1.953.596.560,76
536005;Equipo médico y científico;0;418.714.158,81;44.512.522,00;374.201.636,81;0;374.201.636,81
536006;Muebles, enseres y equipo de oficina;0;3.445.630.794,13;1.845.733,25;3.443.785.060,88;0;3.443.785.060,88
536007;Equipos de comunicación y computación;0;20.063.542.379,05;269.584.663,99;19.793.957.715,06;0;19.793.957.715,06
536008;Equipos de transporte, tracción y elevación;0;2.183.828.881,92;10.059.282,58;2.173.769.599,34;0;2.173.769.599,34
536009;Equipos de comedor, cocina, despensa y hotelería;0;551.163.119,43;0;551.163.119,43;0;551.163.119,43
536010;Semovientes;0;4.465.430,00;0;4.465.430,00;0;4.465.430,00
536012;Bienes de arte y cultura;0;98.935.834,43;1.285.322,84;97.650.511,59;0;97.650.511,59
536013;Bienes muebles en bodega;0;1.243.188.982,85;8.559.677,84;1.234.629.305,01;0;1.234.629.305,01
536014;Propiedades, planta y equipo en mantenimiento;0;24.126.634,23;0;24.126.634,23;0;24.126.634,23
536015;Propiedades, planta y equipo no explotados;0;209.293.611,61;4.989.888,32;204.303.723,29;0;204.303.723,29
536016;Propiedades, planta y equipo en concesión;0;449.865.566,07;104.251,28;449.761.314,79;0;449.761.314,79
536200;DEPRECIACIÓN DE PROPIEDADES DE INVERSIÓN;0;60.540.317,82;0;60.540.317,82;0;60.540.317,82
536201;Edificaciones;0;60.540.317,82;0;60.540.317,82;0;60.540.317,82
536400;DEPRECIACIÓN DE BIENES DE USO PÚBLICO EN SERVICIO;0;19.204.013.539,71;0;19.204.013.539,71;0;19.204.013.539,71
536401;Red carretera;0;12.607.001.018,00;0;12.607.001.018,00;0;12.607.001.018,00
536402;Plazas públicas;0;11;0;11;0;11
536403;Parques recreacionales;0;1.449.530.580,00;0;1.449.530.580,00;0;1.449.530.580,00
536490;Otros bienes de uso público en servicio;0;5.147.481.930,71;0;5.147.481.930,71;0;5.147.481.930,71
536600;AMORTIZACIÓN DE ACTIVOS INTANGIBLES;0;7.312.831.270,93;384.251.187,87;6.928.580.083,06;0;6.928.580.083,06
536605;Licencias;0;4.303.486.869,59;235.056.773,87;4.068.430.095,72;0;4.068.430.095,72
536606;Softwares;0;3.009.344.401,34;149.194.414,00;2.860.149.987,34;0;2.860.149.987,34
536800;PROVISIÓN LITIGIOS Y DEMANDAS;0;10.677.972.793,00;8.215.563,00;10.669.757.230,00;0;10.669.757.230,00
536801;Civiles;0;12.934.025,00;0;12.934.025,00;0;12.934.025,00
536803;Administrativas;0;7.902.410.609,00;679.193,00;7.901.731.416,00;0;7.901.731.416,00
536804;Obligaciones fiscales;0;226.917.594,00;0;226.917.594,00;0;226.917.594,00
536805;Laborales;0;185.900.246,00;0;185.900.246,00;0;185.900.246,00
536890;Otros litigios y demandas;0;2.349.810.319,00;7.536.370,00;2.342.273.949,00;0;2.342.273.949,00
540000;TRANSFERENCIAS Y SUBVENCIONES;0;233.140.469.319,10;23.095.171.867,00;210.045.297.452,10;0;210.045.297.452,10
542300;OTRAS TRANSFERENCIAS;0;185.078.557.939,10;23.095.171.867,00;161.983.386.072,10;0;161.983.386.072,10
542301;Para pago de pensiones y/o cesantías;0;17.700.022.737,00;17.700.022.737,00;0;0;0
542302;Para proyectos de inversión;0;2.928.718.525,00;13.900.000,00;2.914.818.525,00;0;2.914.818.525,00
542303;Para gastos de funcionamiento;0;600.000.000,00;0;600.000.000,00;0;600.000.000,00
542305;Para programas de educación;0;4.104.099.716,00;4.104.099.716,00;0;0;0
542307;Bienes entregados sin contraprestación;0;70.253.453.072,10;404.494.744,00;69.848.958.328,10;0;69.848.958.328,10
542322;Porcentaje ambiental sobre el total del recaudo por concepto de impuesto predial unificado;0;72.160.349.700,00;0;72.160.349.700,00;0;72.160.349.700,00
542323;Porcentaje tasa retributiva o compensatoria;0;1.449.560.255,00;0;1.449.560.255,00;0;1.449.560.255,00
542390;Otras transferencias;0;15.882.353.934,00;872.654.670,00;15.009.699.264,00;0;15.009.699.264,00
542400;SUBVENCIONES;0;48.061.911.380,00;0;48.061.911.380,00;0;48.061.911.380,00
542405;Subvención por recursos transferidos a las empresas públicas;0;31.949.411.380,00;0;31.949.411.380,00;0;31.949.411.380,00
542490;Otras subvenciones;0;16.112.500.000,00;0;16.112.500.000,00;0;16.112.500.000,00
550000;GASTO PÚBLICO SOCIAL;0;1.333.940.471.011,62;8.967.105.341,21;1.324.973.365.670,41;0;1.324.973.365.670,41
550100;EDUCACIÓN;0;563.640.849.121,00;26.758.545,00;563.614.090.576,00;0;563.614.090.576,00
550101;Sueldos y salarios;0;439.922.450.469,00;0;439.922.450.469,00;0;439.922.450.469,00
550105;Generales;0;122.904.675.177,00;26.758.545,00;122.877.916.632,00;0;122.877.916.632,00
550106;Asignación de bienes y servicios;0;813.723.475,00;0;813.723.475,00;0;813.723.475,00
550200;SALUD;0;1.261.469.580,00;0;1.261.469.580,00;0;1.261.469.580,00
550206;Asignación de bienes y servicios;0;1.261.469.580,00;0;1.261.469.580,00;0;1.261.469.580,00
550300;AGUA POTABLE Y SANEAMIENTO BÀSICO;0;16.523.394.513,00;259.736,00;16.523.134.777,00;0;16.523.134.777,00
550306;Asignación de bienes y servicios;0;16.523.394.513,00;259.736,00;16.523.134.777,00;0;16.523.134.777,00
550400;VIVIENDA;0;15.917.964.828,00;0;15.917.964.828,00;0;15.917.964.828,00
550405;Generales;0;15.917.964.828,00;0;15.917.964.828,00;0;15.917.964.828,00
550500;RECREACIÓN Y DEPORTE;0;3.623.467.818,00;0;3.623.467.818,00;0;3.623.467.818,00
550505;Generales;0;118.941.270,00;0;118.941.270,00;0;118.941.270,00
550506;Asignación de bienes y servicios;0;3.504.526.548,00;0;3.504.526.548,00;0;3.504.526.548,00
550600;CULTURA;0;13.585.500.082,62;115.439.042,00;13.470.061.040,62;0;13.470.061.040,62
550605;Generales;0;11.817.816.729,62;115.439.042,00;11.702.377.687,62;0;11.702.377.687,62
550606;Asignación de bienes y servicios;0;1.767.683.353,00;0;1.767.683.353,00;0;1.767.683.353,00
550700;DESARROLLO COMUNITARIO Y BIENESTAR SOCIAL;0;555.701.841.048,00;8.819.560.931,21;546.882.280.116,79;0;546.882.280.116,79
550701;Sueldos y salarios;0;29.534.491.409,00;935;29.534.490.474,00;0;29.534.490.474,00
550703;Contribuciones efectivas;0;3.366.023.401,00;0;3.366.023.401,00;0;3.366.023.401,00
550704;Aportes sobre la nómina;0;625.218.500,00;0;625.218.500,00;0;625.218.500,00
550705;Generales;0;214.447.575.019,00;7.970.919.895,00;206.476.655.124,00;0;206.476.655.124,00
550706;Asignación de bienes y servicios;0;307.283.950.069,00;845.903.864,21;306.438.046.204,79;0;306.438.046.204,79
550707;Prestaciones Sociales;0;444.582.650,00;2.736.237,00;441.846.413,00;0;441.846.413,00
550800;MEDIO AMBIENTE;0;9.276.090.574,00;0;9.276.090.574,00;0;9.276.090.574,00
550801;Actividades de conservación;0;1.370.128.367,00;0;1.370.128.367,00;0;1.370.128.367,00
550802;Actividades de recuperación;0;756.693.572,00;0;756.693.572,00;0;756.693.572,00
550803;Actividades de adecuación;0;1.352.048.000,00;0;1.352.048.000,00;0;1.352.048.000,00
550805;Educación, capacitación y divulgación ambiental;0;5.596.833.502,00;0;5.596.833.502,00;0;5.596.833.502,00
550806;Estudios y proyectos;0;148.356.650,00;0;148.356.650,00;0;148.356.650,00
550807;Asistencia técnica;0;51.838.479,00;0;51.838.479,00;0;51.838.479,00
550890;Otros gastos en medio ambiente;0;192.004,00;0;192.004,00;0;192.004,00
555000;SUBSDIDIOS ASIGNADOS;0;154.409.893.447,00;5.087.087,00;154.404.806.360,00;0;154.404.806.360,00
555002;Para educación;0;50.348.992.328,00;0;50.348.992.328,00;0;50.348.992.328,00
555003;Para asistencia social;0;4.987.230.779,00;5.087.087,00;4.982.143.692,00;0;4.982.143.692,00
555009;Servicio de acueducto;0;38.063.764.111,00;0;38.063.764.111,00;0;38.063.764.111,00
555010;Servicio de alcantarillado;0;33.606.354.803,00;0;33.606.354.803,00;0;33.606.354.803,00
555011;Servicio de aseo;0;20.616.398.426,00;0;20.616.398.426,00;0;20.616.398.426,00
555090;Otros subsidios;0;6.787.153.000,00;0;6.787.153.000,00;0;6.787.153.000,00
570000;OPERACIONES INTERINSTITUCIONALES;0;2.711.355.903.272,54;2.109.496.673.898,54;601.859.229.374,00;0;601.859.229.374,00
570500;FONDOS ENTREGADOS;0;2.439.345.504.728,69;1.884.020.284.994,69;555.325.219.734,00;0;555.325.219.734,00
570508;Funcionamiento;0;514.842.449.547,69;366.188.628.769,69;148.653.820.778,00;0;148.653.820.778,00
570510;Inversión;0;1.924.503.055.181,00;1.517.831.656.225,00;406.671.398.956,00;0;406.671.398.956,00
572000;OPERACIONES DE ENLACE;0;96.894.213.703,85;96.894.213.703,85;0;0;0
572080;Recaudos;0;92.027.341.790,00;92.027.341.790,00;0;0;0
572081;Devoluciones de ingresos;0;4.866.871.913,85;4.866.871.913,85;0;0;0
572200;OPERACIONES SIN FLUJO DE EFECTIVO;0;175.116.184.840,00;128.582.175.200,00;46.534.009.640,00;0;46.534.009.640,00
572290;Otras operaciones sin flujo de efectivo;0;175.116.184.840,00;128.582.175.200,00;46.534.009.640,00;0;46.534.009.640,00
580000;OTROS GASTOS;0;305.815.758.989,51;84.519.562.580,26;221.296.196.409,25;0;221.296.196.409,25
580200;COMISIONES;0;848.562.023,00;235.275.573,00;613.286.450,00;0;613.286.450,00
580206;Adquisición  de bienes y servicios;0;643.691.533,00;233.300.286,00;410.391.247,00;0;410.391.247,00
580237;Comisiones sobre depósitos en administración;0;90.814.237,00;1.937.016,00;88.877.221,00;0;88.877.221,00
580240;Comisiones servicios financieros;0;11.069.764,00;38.271,00;11.031.493,00;0;11.031.493,00
580290;Otras comisiones;0;102.986.489,00;0;102.986.489,00;0;102.986.489,00
580300;AJUSTE POR DIFERENCIA EN CAMBIO;0;180.523.120.378,01;78.135.736.138,01;102.387.384.240,00;0;102.387.384.240,00
580301;Efectivo;0;512.393.480,01;512.393.480,01;0;0;0
580338;Operaciones de Crédito público internas de largo plazo;0;8.740.629.486,00;0;8.740.629.486,00;0;8.740.629.486,00
580345;Operaciones de financiamiento externas de largo plazo;0;171.270.097.412,00;77.623.342.658,00;93.646.754.754,00;0;93.646.754.754,00
580400;FINANCIEROS;0;40.809.419.919,54;3.553.283.164,25;37.256.136.755,29;0;37.256.136.755,29
580401;Actualización financiera de provisiones;0;1.837.576.310,00;698.377,00;1.836.877.933,00;0;1.836.877.933,00
580402;Interés del pasivo por beneficios a los empleados;0;92.623.139,00;92.623.139,00;0;0;0
580411;Pérdida por valoración de inversiones de administración de liquidez a valor de mercado (valor razonable) con cambios en el resultado;0;3.410.336.502,35;3.410.336.502,35;0;0;0
580423;Pérdida por baja en cuentas de cuentas por cobrar;0;1.218.530.309,00;0;1.218.530.309,00;0;1.218.530.309,00
580429;Costo efectivo de títulos emitidos - financiamiento interno de largo plazo;0;15.634.412.600,00;0;15.634.412.600,00;0;15.634.412.600,00
580431;Costo efectivo de títulos emitidos - Financiamiento externo de largo plazo;0;14.126.496.779,00;0;14.126.496.779,00;0;14.126.496.779,00
580435;Costo efectivo de préstamos por pagar - Financiamiento interno de largo plazo;0;2.126.038.312,00;0;2.126.038.312,00;0;2.126.038.312,00
580437;Costo efectivo de préstamos por pagar - Financiamiento externo de largo plazo;0;2.318.633.924,00;49.398.022,00;2.269.235.902,00;0;2.269.235.902,00
580439;Otros intereses de mora;0;242.000,00;0;242.000,00;0;242.000,00
580490;Otros gastos financieros;0;44.530.044,19;227.123,90;44.302.920,29;0;44.302.920,29
581100;PÉRDIDAS POR LA APLICACIÓN DEL MÉTODO DE PARTICIPACIÓN PATRIMONIAL DE INVERSIONES EN CONTROLADAS;0;5.126.151.554,00;0;5.126.151.554,00;0;5.126.151.554,00
581104;Sociedades de Economía Mixta;0;5.126.151.554,00;0;5.126.151.554,00;0;5.126.151.554,00
589000;GASTOS DIVERSOS;0;71.492.589.490,96;2.341.139.878,00;69.151.449.612,96;0;69.151.449.612,96
589009;Aportes en entidades que no se constituyeron como empresas societarias;0;8.763.367.000,00;0;8.763.367.000,00;0;8.763.367.000,00
589012;Sentencias;0;3.584.063.669,00;0;3.584.063.669,00;0;3.584.063.669,00
589016;Ajustes o mermas sin responsabilidad;0;113.541.898,00;0;113.541.898,00;0;113.541.898,00
589017;Pérdidas en siniestros;0;14.388.266,50;218.095,00;14.170.171,50;0;14.170.171,50
589019;Pérdida por baja en cuentas de activos no fiancieros;0;43.956.207.160,42;1.771.656.575,00;42.184.550.585,42;0;42.184.550.585,42
589025;Multas y sanciones;0;52.196.057,00;0;52.196.057,00;0;52.196.057,00
589090;Otros gastos diversos;0;15.008.825.440,04;569.265.208,00;14.439.560.232,04;0;14.439.560.232,04
589300;DEVOLUCIONES Y DESCUENTOS INGRESOS FISCALES;0;6.763.249.797,00;1.462.000,00;6.761.787.797,00;0;6.761.787.797,00
589301;Ingresos no tributarios;0;21.220.000,00;1.462.000,00;19.758.000,00;0;19.758.000,00
589309;Impuesto de Industria y Comercio;0;6.728.252.797,00;0;6.728.252.797,00;0;6.728.252.797,00
589315;Impuesto de delineación urbana, estudios y aprobación de plas;0;12.459.000,00;0;12.459.000,00;0;12.459.000,00
589323;Impuesto sobre vehículos automotores;0;1.318.000,00;0;1.318.000,00;0;1.318.000,00
589700;COSTOS Y GASTOS POR DISTRIBUIR;0;252.665.827,00;252.665.827,00;0;0;0
589723;Servicios;0;252.665.827,00;252.665.827,00;0;0;0
700000;COSTOS DE TRANSFORMACIÓN;0;446.711.525.266,00;446.711.525.266,00;0;0;0
720000;SERVICIOS EDUCATIVOS;0;446.711.525.266,00;446.711.525.266,00;0;0;0
720100;EDUCACIÓN FORMAL - PREESCOLAR;0;42.510.092.144,00;42.510.092.144,00;0;0;0
720101;Materiales;0;69.229.795,00;0;69.229.795,00;0;69.229.795,00
720102;Generales;0;583.018.322,00;0;583.018.322,00;0;583.018.322,00
720103;Sueldos y salarios;0;39.847.885.380,00;140.392.730,00;39.707.492.650,00;0;39.707.492.650,00
720104;Contribuciones imputadas;0;736.831.855,00;0;736.831.855,00;0;736.831.855,00
720105;Contribuciones efectivas;0;562.458.779,00;0;562.458.779,00;0;562.458.779,00
720106;Aportes sobre la nómina;0;704.317.646,00;0;704.317.646,00;0;704.317.646,00
720107;Depreciación y amortización;0;6.350.367,00;0;6.350.367,00;0;6.350.367,00
720195;Traslado de costos (Cr);0;0;42.369.699.414,00;-42.369.699.414,00;0;-42.369.699.414,00
720200;EDUCACIÓN FORMAL - BÁSICA PRIMARIA;0;145.022.357.978,00;145.022.357.978,00;0;0;0
720201;Materiales;0;247.068.164,00;0;247.068.164,00;0;247.068.164,00
720202;Generales;0;1.722.513.798,00;0;1.722.513.798,00;0;1.722.513.798,00
720203;Sueldos y salarios;0;132.835.659.639,00;669.070.198,00;132.166.589.441,00;0;132.166.589.441,00
720204;Contribuciones imputadas;0;2.405.353.398,00;0;2.405.353.398,00;0;2.405.353.398,00
720205;Contribuciones efectivas;0;3.463.467.986,00;0;3.463.467.986,00;0;3.463.467.986,00
720206;Aportes sobre la nómina;0;4.335.785.834,00;0;4.335.785.834,00;0;4.335.785.834,00
720207;Depreciación y amortización;0;12.509.159,00;0;12.509.159,00;0;12.509.159,00
720295;Traslado de costos (Cr);0;0;144.353.287.780,00;-144.353.287.780,00;0;-144.353.287.780,00
720300;EDUCACIÓN FORMAL - BÁSICA SECUNDARIA;0;258.412.187.557,00;258.412.187.557,00;0;0;0
720301;Materiales;0;166.145.836,00;0;166.145.836,00;0;166.145.836,00
720302;Generales;0;1.515.710.315,00;2.100.000,00;1.513.610.315,00;0;1.513.610.315,00
720303;Sueldos y salarios;0;240.552.982.476,00;877.332.820,00;239.675.649.656,00;0;239.675.649.656,00
720304;Contribuciones imputadas;0;4.149.625.308,00;0;4.149.625.308,00;0;4.149.625.308,00
720305;Contribuciones efectivas;0;5.335.399.235,00;0;5.335.399.235,00;0;5.335.399.235,00
720306;Aportes sobre la nómina;0;6.679.478.681,00;0;6.679.478.681,00;0;6.679.478.681,00
720307;Depreciación y amortización;0;12.845.706,00;0;12.845.706,00;0;12.845.706,00
720395;Traslado de costos (Cr);0;0;257.532.754.737,00;-257.532.754.737,00;0;-257.532.754.737,00
720400;EDUCACIÓN FORMAL - MEDIA ACADÉMICA;0;766.887.587,00;766.887.587,00;0;0;0
720401;Materiales;0;107.897.873,00;0;107.897.873,00;0;107.897.873,00
720402;Generales;0;651.051.916,00;0;651.051.916,00;0;651.051.916,00
720407;Depreciación y amortización;0;7.937.798,00;0;7.937.798,00;0;7.937.798,00
720495;Traslado de costos (Cr);0;0;766.887.587,00;-766.887.587,00;0;-766.887.587,00
800000;CUENTAS DE ORDEN DEUDORAS;0;678.025.022.230,73;678.025.022.230,73;0;0;0
810000;ACTIVOS CONTINGENTES;4.492.496.340.000,72;286.678.698.194,00;47.502.250.489,00;4.731.672.787.705,72;0;4.731.672.787.705,72
812000;LITIGIOS Y MECANISMOS ALTERNATIVOS DE SOLUCIÓN DE CONFLICTOS;1.176.187.857.041,63;183.716.640.701,00;3.368.383.445,00;1.356.536.114.297,63;0;1.356.536.114.297,63
812001;Civiles;12.041.109.353,00;172.442.232,00;145.952.776,00;12.067.598.809,00;0;12.067.598.809,00
812002;Laborales;981.500,00;0;0;981.500,00;0;981.500,00
812003;Penales;66.428.350,00;7.747.990,00;6.000.000,00;68.176.340,00;0;68.176.340,00
812004;Administrativas;67.609.318.011,63;721.449.565,00;2.792.041.944,00;65.538.725.632,63;0;65.538.725.632,63
812005;Obligaciones fiscales;896.893.851.020,00;182.279.171.900,00;38.460.000,00;1.079.134.562.920,00;0;1.079.134.562.920,00
812090;Otros litigios y mecanismos alternativos de solución de conflictos;199.576.168.807,00;535.829.014,00;385.928.725,00;199.726.069.096,00;0;199.726.069.096,00
812800;GARANTÍAS CONTRACTUALES;18.825.300,00;0;0;18.825.300,00;0;18.825.300,00
812804;Contratos de obra;18.825.300,00;0;0;18.825.300,00;0;18.825.300,00
819000;OTROS DERECHOS CONTINGENTES;3.316.289.657.659,09;102.962.057.493,00;44.133.867.044,00;3.375.117.848.108,09;0;3.375.117.848.108,09
819003;Intereses de mora;1.635.015.992.667,00;32.255.179.674,00;22.726.359.500,00;1.644.544.812.841,00;0;1.644.544.812.841,00
819090;Otros derechos contingentes;1.681.273.664.992,09;70.706.877.819,00;21.407.507.544,00;1.730.573.035.267,09;0;1.730.573.035.267,09
830000;DEUDORAS DE CONTROL;12.037.960.784.206,80;238.208.694.517,72;106.818.383.836,01;12.169.351.094.888,50;0;12.169.351.094.888,50
830600;BIENES ENTREGADOS EN CUSTODIA;961.422.234.022,00;200.842.004.240,00;95.231.103.356,00;1.067.033.134.906,00;0;1.067.033.134.906,00
830601;Inversiones;961.422.234.022,00;200.842.004.240,00;95.231.103.356,00;1.067.033.134.906,00;0;1.067.033.134.906,00
831200;DOCUMENTOS ENTREGADOS PARA SU COBRO;5.874.607.358,00;0;0;5.874.607.358,00;0;5.874.607.358,00
831201;Pagarés;5.874.607.358,00;0;0;5.874.607.358,00;0;5.874.607.358,00
831500;BIENES Y DERECHOS RETIRADOS;1.223.489.240.991,70;3.307.615.429,00;7.921.003.965,00;1.218.875.852.455,70;0;1.218.875.852.455,70
831510;Propiedades, planta y equipo;12.080.840.761,15;3.307.615.429,00;1.070.801.965,00;14.317.654.225,15;0;14.317.654.225,15
831532;Bienes de beneficio y uso público;93.227.323.665,00;0;0;93.227.323.665,00;0;93.227.323.665,00
831535;Rentas por cobrar;1.117.254.731.010,00;0;6.850.202.000,00;1.110.404.529.010,00;0;1.110.404.529.010,00
831537;Inventarios;45.946.692,00;0;0;45.946.692,00;0;45.946.692,00
831590;Otros activos retirados;880.398.863,55;0;0;880.398.863,55;0;880.398.863,55
834700;BIENES ENTREGADOS A TERCEROS;9.202.559.101.998,71;22.737.249.957,00;326.934.003,00;9.224.969.417.952,71;0;9.224.969.417.952,71
834704;Propiedades, planta y equipo;865.658.232.445,02;19.952.900.142,00;326.934.003,00;885.284.198.584,02;0;885.284.198.584,02
834790;Otros bienes entregados a terceros;8.336.900.869.553,69;2.784.349.815,00;0;8.339.685.219.368,69;0;8.339.685.219.368,69
835400;RECAUDO POR LA ENAJENACIÓN DE ACTIVOS AL SECTOR PRIVADO;2.119.711.200,00;2.129.992,00;68.000.000,00;2.053.841.192,00;0;2.053.841.192,00
835403;Bienes Muebles;2.119.711.200,00;2.129.992,00;68.000.000,00;2.053.841.192,00;0;2.053.841.192,00
835500;EJECUCIÓN DE PROYECTOS DE INVERSIÓN;232.968.032,00;0;0;232.968.032,00;0;232.968.032,00
835511;Gastos;232.968.032,00;0;0;232.968.032,00;0;232.968.032,00
836100;RESPONSABILIDADES EN PROCESO;303.495.441.635,27;5.263.546.312,50;104.139.631,00;308.654.848.316,77;0;308.654.848.316,77
836101;Internas;15.469.361.801,94;5.222.102.382,50;84.854.869,00;20.606.609.315,44;0;20.606.609.315,44
836102;Ante autoridad competente;288.026.079.833,33;41.443.930,00;19.284.762,00;288.048.239.001,33;0;288.048.239.001,33
839000;OTRAS CUENTAS DEUDORAS DE CONTROL;338.767.478.969,13;6.056.148.587,22;3.167.202.881,01;341.656.424.675,34;0;341.656.424.675,34
839008;Decomisos por infracciones al medio ambiente;116.009.900,00;0;0;116.009.900,00;0;116.009.900,00
839090;Otras cuentas deudoras de control;338.651.469.069,13;6.056.148.587,22;3.167.202.881,01;341.540.414.775,34;0;341.540.414.775,34
890000;DEUDORAS POR CONTRA (CR);-16.530.457.124.207,50;153.137.629.519,01;523.704.387.905,72;-16.901.023.882.594,20;0;-16.901.023.882.594,20
890500;ACTIVOS CONTINGENTES POR CONTRA (CR);-4.492.496.340.000,72;46.340.018.588,00;285.516.466.293,00;-4.731.672.787.705,72;0;-4.731.672.787.705,72
890506;Litigios y mecanismos alternativos de solución de conflictos;-1.176.187.857.041,63;3.078.792.457,00;183.427.049.713,00;-1.356.536.114.297,63;0;-1.356.536.114.297,63
890509;Garantías contractuales;-18.825.300,00;0;0;-18.825.300,00;0;-18.825.300,00
890590;Otros derechos contingentes;-3.316.289.657.659,09;43.261.226.131,00;102.089.416.580,00;-3.375.117.848.108,09;0;-3.375.117.848.108,09
891500;DEUDORAS DE CONTROL POR CONTRA (CR);-12.037.960.784.206,80;106.797.610.931,01;238.187.921.612,72;-12.169.351.094.888,50;0;-12.169.351.094.888,50
891502;Bienes entregados en custodia;-961.422.234.022,00;95.231.103.356,00;200.842.004.240,00;-1.067.033.134.906,00;0;-1.067.033.134.906,00
891504;Documentos entregados para su cobro;-5.874.607.358,00;0;0;-5.874.607.358,00;0;-5.874.607.358,00
891506;Activos retirados;-1.223.489.240.991,70;7.921.024.412,00;3.307.635.876,00;-1.218.875.852.455,70;0;-1.218.875.852.455,70
891516;Ejecución de proyectos de inversión;-232.968.032,00;0;0;-232.968.032,00;0;-232.968.032,00
